effective_vote_sum,error,error_ratio,error_type,file,retry_count,rows,status,total_seconds,total_votes,used_fast_parser,used_llm,valid_ballots,vote_diff
86,,0.289256,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,34,REVIEW,12.776,86,True,True,121,35
126,,0.136986,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,10,REVIEW,0.016,126,True,False,146,20
278,,0.123028,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,0,57,REVIEW,24.343,278,True,True,317,39
340,,0.0625,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,0,10,REVIEW,0.014,340,True,False,320,20
324,,0.191176,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,0,57,REVIEW,21.402,324,True,True,272,52
276,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 10/5ทับ18.pdf,0,5,WARNING,0.008,276,True,False,276,0
605,,0.138177,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,0,57,REVIEW,21.319,605,True,True,702,97
309,,0.019802,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 11/5ทับ18.pdf,0,10,REVIEW,0.015,309,True,False,303,6
392,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,0,57,WARNING,0.065,392,True,False,392,0
406,,30.230769,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,0,10,REVIEW,5.152,406,True,True,13,393
360,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,WARNING,0.08,360,True,False,,
374,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,0,10,WARNING,0.012,374,True,False,,
280,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,57,PASS,22.975,280,True,True,280,0
286,,0.010381,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,10,REVIEW,0.014,286,True,False,289,3
212,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,57,WARNING,0.062,212,True,False,212,0
231,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,10,WARNING,0.011,231,True,False,231,0
234,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,56,PASS,0.057,234,True,False,234,0
254,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,10,PASS,0.04,254,True,False,254,0
948,,93.8,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,57,REVIEW,0.059,983,True,False,10,938
202,,0.01,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,10,REVIEW,0.011,202,True,False,200,2
367,,0.525226,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,0,57,REVIEW,21.993,367,True,True,773,406
173,,0.423333,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,0,10,REVIEW,6.165,173,True,True,300,127
4000180,,14545.109091,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,0,57,REVIEW,25.17,4000180,True,True,275,3999905
374,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 9/5ทับ8.pdf,0,10,WARNING,0.014,374,True,False,,
189,,,clean,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 1/5 ทับ 18 (บช).pdf,0,47,PASS,0.055,189,True,False,,
239,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 1/5 ทับ 18.pdf,0,10,WARNING,0.011,239,True,False,,
346,,0.064865,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,0,57,REVIEW,21.752,346,True,True,370,24
368,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 10/5ทับ18.pdf,0,10,PASS,0.015,368,True,False,368,0
324,,0.015198,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,0,57,REVIEW,25.772,324,True,True,329,5
334,,0.0,summary_ballot_inconsistency,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 11/5ทับ18.pdf,0,10,REVIEW,0.015,334,True,False,334,0
92,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 2/5 ทับ 18 (บช).pdf,0,24,WARNING,0.031,92,True,False,,
231,,0.064516,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 2/5 ทับ 18.pdf,0,10,REVIEW,0.012,231,True,False,217,14
97,,0.631179,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 3/5 ทับ 18 (บช).pdf,0,33,REVIEW,13.743,97,True,True,263,166
275,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 3/5 ทับ 18.pdf,0,10,WARNING,0.016,275,True,False,275,0
421,,0.066519,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 4/5 ทับ 18 (บช).pdf,0,57,REVIEW,0.067,421,True,False,451,30
436,,0.031111,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 4/5 ทับ 18.pdf,0,10,REVIEW,0.012,436,True,False,450,14
382,,0.015957,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 5/5 ทับ 18 (บช).pdf,0,57,REVIEW,20.409,1358,True,True,376,6
0,,,likely_llm_extraction_error,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 5/5 ทับ 18.pdf,0,0,REVIEW,1.136,0,True,True,,
296,,0.003367,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 6/5 ทับ18 (บช).pdf,0,57,WARNING,23.156,296,True,True,297,1
257,,0.204334,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 6/5 ทับ18.pdf,0,10,REVIEW,5.834,257,True,True,323,66
208,,0.220974,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,33,REVIEW,12.921,475,True,True,267,59
265,,0.007605,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,10,WARNING,0.017,265,True,False,263,2
85,,0.32,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,0,57,REVIEW,21.042,85,True,True,125,40
218,,0.786885,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,0,10,REVIEW,4.932,218,True,True,122,96
481,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 9/5ทับ18 (บช).pdf,0,57,WARNING,17.855,481,True,True,481,0
543,,35.2,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 9/5ทับ18.pdf,0,10,REVIEW,4.161,543,True,True,15,528
849,,0.956221,likely_llm_extraction_error,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,0,46,REVIEW,13.639,849,True,True,434,415
486,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 10/5ทับ18.pdf,0,7,WARNING,0.012,486,True,False,,
305,,0.0,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,0,57,REVIEW,20.485,610,True,True,305,0
628,,0.993651,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 11/5ทับ18.pdf,0,10,REVIEW,5.391,628,True,True,315,313
652,,0.237192,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 12/5ทับ18(บช).pdf,0,57,REVIEW,19.901,652,True,True,527,125
342,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 12/5ทับ18.pdf,0,10,PASS,0.015,342,True,False,342,0
201,,0.313993,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 13/5ทับ18(บช).pdf,0,33,REVIEW,11.07,494,True,True,293,92
312,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 13/5ทับ18.pdf,0,7,WARNING,0.012,312,True,False,312,0
262,,0.022388,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,57,REVIEW,20.787,262,True,True,268,6
278,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,10,PASS,5.337,278,True,True,278,0
557,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,0,57,WARNING,0.077,557,True,False,557,0
585,,0.003407,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,0,10,WARNING,0.011,585,True,False,587,2
99,,2.413793,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,0,57,REVIEW,17.27,99,True,True,29,70
103,,0.009615,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 9/5ทับ18.pdf,0,4,WARNING,0.007,103,True,False,104,1
326,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 1 (เทศบาล)/5ทับ18(บช).pdf,0,47,WARNING,0.052,326,True,False,,
406,,0.031026,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 1 (เทศบาล)/5ทับ18.pdf,0,10,REVIEW,0.012,406,True,False,419,13
186,,,party_name_warning,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 2 (เทศบาล)/5ทับ18(บช).pdf,0,47,WARNING,0.047,186,True,False,,
243,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 2 (เทศบาล)/5ทับ18.pdf,0,10,PASS,0.01,243,True,False,243,0
387,,0.005195,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 3 (เทศบาล)/5ทับ18(บช).pdf,0,57,WARNING,20.176,387,True,True,385,2
408,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 3 (เทศบาล)/5ทับ18.pdf,0,10,WARNING,0.013,408,True,False,408,0
387,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 4 (เทศบาล)/5ทับ18(บช).pdf,0,24,PASS,0.027,387,True,False,387,0
1199,,2.005013,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 4 (เทศบาล)/5ทับ18.pdf,0,10,REVIEW,4.811,1199,True,True,399,800
393,,,party_name_warning,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 5 (เทศบาล)/5ทับ18(บช).pdf,0,57,WARNING,0.077,393,True,False,,
407,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 5 (เทศบาล)/5ทับ18.pdf,0,8,WARNING,0.009,407,True,False,,
118,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 6 (เทศบาล)/5ทับ18(บช).pdf,0,34,WARNING,0.035,118,True,False,,
317,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 6 (เทศบาล)/5ทับ18.pdf,0,5,PASS,0.005,317,True,False,317,0
348,,0.026549,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 7 (เทศบาล)/5ทับ18(บช).pdf,0,57,REVIEW,0.054,348,True,False,339,9
363,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 7 (เทศบาล)/5ทับ8.pdf,0,10,PASS,0.01,363,True,False,363,0
480,,0.142857,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 8 (เทศบาล)/5ทับ18(บช).pdf,0,57,REVIEW,19.403,480,True,True,560,80
542,,0.032143,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 8 (เทศบาล)/5ทับ18.pdf,0,10,REVIEW,0.013,542,True,False,560,18
339,,0.033537,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,0,57,REVIEW,21.528,1275,True,True,328,11
335,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,0,10,WARNING,0.013,335,True,False,335,0
402,,0.888116,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,0,57,REVIEW,18.281,402,True,True,3593,3191
366,,0.345588,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,0,10,REVIEW,4.845,366,True,True,272,94
115,,0.033613,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,REVIEW,21.69,115,True,True,119,4
123,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,0,10,WARNING,0.013,123,True,False,123,0
169,,0.0,summary_ballot_inconsistency,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,57,REVIEW,16.983,169,True,True,169,0
173,,1.369863,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,10,REVIEW,4.637,173,True,True,73,100
268,,0.135593,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,57,REVIEW,15.534,268,True,True,236,32
241,,0.090498,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,10,REVIEW,4.797,241,True,True,221,20
375,,0.994681,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,57,REVIEW,19.676,375,True,True,188,187
273,,0.414508,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,10,REVIEW,6.023,273,True,True,193,80
350,,0.136364,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,0,57,REVIEW,21.729,658,True,True,308,42
309,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,0,10,PASS,0.013,309,True,False,309,0
547,,0.018622,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,0,57,REVIEW,18.826,1084,True,True,537,10
366,,0.02809,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,0,10,REVIEW,0.017,366,True,False,356,10
291,,0.003448,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,WARNING,19.04,291,True,True,290,1
298,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,0,10,PASS,0.013,298,True,False,298,0
327,,0.0,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,57,REVIEW,17.078,654,True,True,327,0
332,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,10,WARNING,0.013,332,True,False,332,0
296,,0.465347,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,57,REVIEW,20.061,498,True,True,202,94
204,,39.8,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,10,REVIEW,4.352,204,True,True,5,199
54,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,34,WARNING,0.052,54,True,False,,
87,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,10,PASS,0.014,87,True,False,87,0
315,,0.0,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,57,REVIEW,17.288,630,True,True,315,0
316,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,10,PASS,0.013,316,True,False,316,0
,Missing OCR text: ocr_texts/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 1/5ทับ18(บช)_ocr.txt,,,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,,0,FAIL,0.0,,,,,
315,,0.064189,likely_ocr_handwriting_or_digit_error,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,0,10,REVIEW,0.012,315,True,False,296,19
176,,0.0,clean,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,0,57,PASS,0.058,176,True,False,176,0
237,,0.338983,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 10/5ทับ18.pdf,0,10,REVIEW,4.065,237,True,True,177,60
268,,0.030769,likely_ocr_handwriting_or_digit_error,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,0,57,REVIEW,0.076,268,True,False,260,8
257,,0.0,clean,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 11/5ทับ18.pdf,0,10,PASS,0.011,257,True,False,257,0
514,,2.472973,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,0,57,REVIEW,19.027,514,True,True,148,366
453,,0.081136,moderate_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,0,10,REVIEW,0.013,453,True,False,493,40
406,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,WARNING,18.082,406,True,True,406,0
401,,0.0,summary_ballot_inconsistency,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,0,10,REVIEW,0.013,401,True,False,401,0
469,,0.010776,likely_ocr_handwriting_or_digit_error,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,57,REVIEW,0.059,469,True,False,464,5
243,,0.490566,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,10,REVIEW,4.311,243,True,True,477,234
447,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,33,WARNING,0.05,447,True,False,447,0
438,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,10,WARNING,0.012,438,True,False,438,0
6280,,10.418182,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,57,REVIEW,19.146,6280,True,True,550,5730
560,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,10,WARNING,0.013,560,True,False,560,0
278,,0.077519,likely_ocr_handwriting_or_digit_error,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,57,REVIEW,0.059,278,True,False,258,20
250,,0.0,summary_ballot_inconsistency,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,10,REVIEW,0.01,250,True,False,250,0
428,,0.0,party_name_warning,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,0,57,WARNING,19.14,428,True,True,428,0
444,,0.0,clean,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,0,10,PASS,0.013,444,True,False,444,0
0,,1.0,likely_llm_extraction_error,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,0,0,REVIEW,0.97,0,True,True,264,264
258,,0.0,clean,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 9/5ทับ18.pdf,0,57,PASS,17.759,258,True,True,258,0
0,,1.0,likely_llm_extraction_error,rawData/เขต 2 อ.เมืองฯ/ตำบลปะอาว/ตำบลปะอาว/หน่วยเลือกตั้งที่ 1/5 ทับ 18 (บช).pdf,0,0,REVIEW,0.959,0,True,True,252,252
