error,file,retry_count,rows,status,total_seconds,total_votes
,rawData\อำเภอเขื่องใน\ตำบลหัวดอน\หน่วยเลือกตั้งที่ 5\5 ทับ 18 (บช).pdf,1,33,REVIEW,17.384,576
,rawData\อำเภอเขื่องใน\ตำบลหัวดอน\หน่วยเลือกตั้งที่ 5\5 ทับ 18.pdf,1,10,REVIEW,7.802,383
,rawData\อำเภอเขื่องใน\ตำบลหัวดอน\หน่วยเลือกตั้งที่ 6\5 ทับ18 (บช).pdf,0,57,WARNING,15.574,302
,rawData\อำเภอเขื่องใน\ตำบลหัวดอน\หน่วยเลือกตั้งที่ 6\5 ทับ18.pdf,1,10,REVIEW,8.611,256
,rawData\อำเภอเขื่องใน\ตำบลหัวดอน\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,1,57,REVIEW,31.212,524
,rawData\อำเภอเขื่องใน\ตำบลหัวดอน\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,0,10,WARNING,6.091,259
,rawData\อำเภอเขื่องใน\ตำบลหัวดอน\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,1,57,REVIEW,41.005,2420
,rawData\อำเภอเขื่องใน\ตำบลหัวดอน\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,1,10,REVIEW,8.275,212
,rawData\อำเภอเขื่องใน\ตำบลหัวดอน\หน่วยเลือกตั้งที่ 9\5ทับ18 (บช).pdf,1,57,REVIEW,33.381,732
,rawData\อำเภอเขื่องใน\ตำบลหัวดอน\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf,1,10,REVIEW,8.942,493
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf,1,57,WARNING,30.112,415
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 10\5ทับ18.pdf,1,10,REVIEW,8.682,416
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 11\5ทับ18(บช).pdf,1,56,REVIEW,30.563,279
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 11\5ทับ18.pdf,1,10,REVIEW,8.367,630
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 12\5ทับ18(บช).pdf,1,57,REVIEW,32.962,653
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 12\5ทับ18.pdf,0,10,WARNING,5.103,342
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 13\5ทับ18(บช).pdf,1,57,REVIEW,31.024,588
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 13\5ทับ18.pdf,1,10,REVIEW,7.954,624
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,1,33,REVIEW,22.736,188
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,0,10,PASS,4.909,278
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,0,57,WARNING,18.496,557
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,1,10,REVIEW,8.841,585
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 9\5ทับ18(บช).pdf,1,34,REVIEW,15.609,57
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตตำบลเขื่องใน\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf,1,10,REVIEW,8.71,96
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 1 (เทศบาล)\5ทับ18(บช).pdf,1,57,REVIEW,32.239,641
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 1 (เทศบาล)\5ทับ18.pdf,1,10,REVIEW,9.125,406
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 2 (เทศบาล)\5ทับ18(บช).pdf,0,57,PASS,18.119,226
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 2 (เทศบาล)\5ทับ18.pdf,0,10,PASS,4.046,243
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 3 (เทศบาล)\5ทับ18(บช).pdf,1,57,REVIEW,31.109,13095
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 3 (เทศบาล)\5ทับ18.pdf,0,10,WARNING,10.273,408
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 4 (เทศบาล)\5ทับ18(บช).pdf,0,57,WARNING,13.642,393
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 4 (เทศบาล)\5ทับ18.pdf,1,10,REVIEW,13.162,969
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 5 (เทศบาล)\5ทับ18(บช).pdf,1,33,REVIEW,16.782,281
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 5 (เทศบาล)\5ทับ18.pdf,0,10,PASS,10.619,407
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 6 (เทศบาล)\5ทับ18(บช).pdf,1,57,REVIEW,42.962,192
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 6 (เทศบาล)\5ทับ18.pdf,0,10,PASS,4.5,317
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 7 (เทศบาล)\5ทับ18(บช).pdf,0,57,PASS,18.246,339
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 7 (เทศบาล)\5ทับ8.pdf,0,10,PASS,4.396,363
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 8 (เทศบาล)\5ทับ18(บช).pdf,1,57,REVIEW,32.331,483
,rawData\อำเภอเขื่องใน\ตำบลเขื่องใน\เขตเทศบาล และนอกเขต\หน่วยเลือกตั้งที่ 8 (เทศบาล)\5ทับ18.pdf,1,10,REVIEW,8.962,1733
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,1,57,REVIEW,35.081,456
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,0,10,PASS,3.79,335
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,1,57,REVIEW,28.864,625
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 2\5ทับ18.pdf,1,10,REVIEW,7.89,366
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,1,10,REVIEW,7.975,8
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,0,10,WARNING,5.195,118
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,0,57,WARNING,17.81,175
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,0,10,WARNING,4.045,173
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,1,33,REVIEW,30.736,151
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,0,9,PASS,3.831,241
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,1,33,REVIEW,17.623,1180
,rawData\อำเภอเขื่องใน\ตำบลแดงหม้อ\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,1,10,PASS,18.63,193
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,1,33,REVIEW,24.258,498
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,0,10,PASS,4.044,309
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,1,57,REVIEW,37.966,1099
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 2\5ทับ18.pdf,0,10,WARNING,3.852,356
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,1,33,REVIEW,18.872,376
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,0,10,PASS,5.023,298
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,1,33,REVIEW,18.17,570
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,0,10,WARNING,3.952,332
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,1,33,REVIEW,21.663,377
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,1,10,REVIEW,9.401,408
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,1,34,REVIEW,15.359,25
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,0,10,PASS,4.893,87
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,1,57,REVIEW,37.257,630
,rawData\อำเภอเขื่องใน\ตำบลโนนรัง\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,1,10,REVIEW,8.317,631
Missing OCR text: ocr_texts_v2\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 1\5ทับ18(บช)_ocr.txt,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,,0,FAIL,0.001,
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,1,10,REVIEW,12.523,335
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf,1,57,REVIEW,40.059,220308
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 10\5ทับ18.pdf,1,10,REVIEW,17.32,384
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 11\5ทับ18(บช).pdf,1,57,REVIEW,29.508,1810
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 11\5ทับ18.pdf,0,10,PASS,4.07,257
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,1,57,REVIEW,32.574,1310
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 2\5ทับ18.pdf,1,10,REVIEW,8.406,453
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,1,34,REVIEW,23.337,272
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,0,10,WARNING,3.987,401
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,1,34,REVIEW,18.052,269
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,0,10,WARNING,6.895,469
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,0,57,WARNING,14.253,447
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,0,10,WARNING,4.122,438
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,1,33,REVIEW,15.279,9264
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,0,10,WARNING,3.975,560
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,1,57,REVIEW,32.714,475
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,0,10,WARNING,3.991,248
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,1,57,REVIEW,27.903,862
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,0,10,PASS,4.097,444
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 9\5ทับ18(บช).pdf,0,0,PASS,1.098,0
,rawData\เขต 2 อ.เมืองฯ\ตำบลขี้เหล็ก\ตำบลขี้เหล็ก\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf,1,57,REVIEW,30.316,515
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 1\5 ทับ 18 (บช).pdf,0,10,PASS,4.785,252
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 1\5 ทับ 18.pdf,0,10,PASS,3.836,188
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,0,57,WARNING,17.855,245
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 2\5ทับ18.pdf,0,10,PASS,4.575,252
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,1,57,REVIEW,40.619,287
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,0,10,PASS,23.22,368
Missing OCR text: ocr_texts_v2\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 4\5ทับ18(บช)_ocr.txt,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,,0,FAIL,0.001,
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,0,10,WARNING,5.709,274
Missing OCR text: ocr_texts_v2\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 5\5ทับ18(บช)_ocr.txt,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,,0,FAIL,0.001,
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,0,10,PASS,3.988,416
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,1,57,REVIEW,40.863,247
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,0,10,PASS,4.289,246
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,1,33,REVIEW,21.153,507
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,0,10,WARNING,6.764,291
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,1,57,REVIEW,42.068,891
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,0,10,WARNING,4.025,399
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 9\5ทับ18(บช).pdf,1,57,REVIEW,24.456,318
,rawData\เขต 2 อ.เมืองฯ\ตำบลปะอาว\ตำบลปะอาว\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf,1,57,REVIEW,34.279,326
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,1,57,REVIEW,36.839,532
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,0,10,WARNING,4.326,282
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 10\5ทับ18  (บช).pdf,1,93,REVIEW,49.229,46
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 10\5ทับ18.pdf,0,10,WARNING,23.009,355
"Expecting ',' delimiter: line 594 column 6 (char 10785)",rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 11\5ทับ 18( บช).pdf,,0,FAIL,61.298,
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 11\5ทับ18.pdf,0,10,PASS,12.068,521
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 12\5ทับ18(บช).pdf,1,30,REVIEW,60.358,59
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 12\5ทับ18.pdf,0,10,PASS,4.158,424
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 13\5ทับ18(บช).pdf,1,9,REVIEW,7.215,20
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 13\5ทับ18.pdf,0,10,PASS,4.223,326
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 14\5ทับ18(บช).pdf,1,43,REVIEW,23.233,145
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 14\5ทับ18.pdf,0,10,PASS,6.519,213
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 15\5ทับ18(บช).pdf,1,51,REVIEW,53.413,554
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 15\5ทับ18.pdf,1,10,PASS,9.898,223
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 16\5ทับ18(บช).pdf,1,29,REVIEW,51.69,38968
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 16\5ทับ18.pdf,1,10,REVIEW,39.984,184
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 2\5ทับ18.pdf,1,10,REVIEW,21.848,1004
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 2\5ทับ188(บช)2.pdf,0,57,WARNING,15.545,419
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,0,57,WARNING,16.313,312
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,1,10,REVIEW,15.028,72
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,1,33,REVIEW,14.977,160
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,0,10,PASS,5.297,306
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,1,59,REVIEW,55.529,1213
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,1,10,REVIEW,55.453,333
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,1,32,REVIEW,52.156,243
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,1,10,REVIEW,34.213,323
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 7\5ทับ 18( บช).pdf,1,41,REVIEW,28.355,259
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,1,10,REVIEW,9.594,356
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 8\5ทับ18( บช).pdf,0,4,WARNING,1.601,136
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,1,10,WARNING,10.682,343
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 9\5ทับ18 ( บช).pdf,1,6,REVIEW,5.193,2
,rawData\เขต 2 อ.เมืองฯ\ตำบลหนองขอน\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf,0,10,PASS,4.339,318
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่1\5ทับ18(บช).pdf,1,33,REVIEW,18.118,677
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่1\5ทับ18.pdf,0,10,PASS,5.292,406
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่10\5ทับ18(บช).pdf,1,57,REVIEW,38.278,379
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่10\5ทับ18.pdf,1,10,REVIEW,23.264,308
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่11\5ทับ18(บช).pdf,1,33,REVIEW,17.852,324
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่11\5ทับ18.pdf,0,10,WARNING,6.203,455
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่12\5ทับ18(บช).pdf,1,57,REVIEW,32.631,1081
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่12\5ทับ18.pdf,1,10,REVIEW,10.783,398
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่13\5ทับ18(บช).pdf,1,33,REVIEW,25.578,196
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่13\5ทับ18.pdf,1,10,REVIEW,32.358,582
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่14\5ทับ18(บช).pdf,1,57,REVIEW,31.935,595
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่14\5ทับ18.pdf,0,10,PASS,19.886,264
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่15\5ทับ18(บช).pdf,1,57,REVIEW,49.217,660
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่15\5ทับ18.pdf,0,10,WARNING,7.275,315
,rawData\เขต 2 อ.เมืองฯ\ตำบลหัวเรือ\ตำบลหัวเรือ\หน่วยเลือกตั้งที่16\5ทับ18(บช).pdf,1,33,REVIEW,19.844,434
